node,x,y,z
film_criticism,-0.15760746598243713,0.10081943869590759,-1.3733705580234528
filmmaking,0.014812646433711052,-0.13881634175777435,-0.6834454536437988
film_theory,0.5371246114373207,0.4914909303188324,-1.3409081101417542
live_action,0.5524484068155289,0.10809566080570221,-0.5104482546448708
visual_arts,0.8161949515342712,-0.39841705560684204,-0.7167781591415405
the_visual_arts,0.8161949515342712,-0.39841705560684204,-0.7167781591415405
applied_arts,0.9662537574768066,-0.5502215027809143,0.20200324058532715
calligraphy,0.591509997844696,0.09359168261289597,-0.4103950560092926
decorative_arts,1.2671772837638855,-0.8157583028078079,-0.11645878851413727
mixed_media,0.8140085935592651,-0.10478136409074068,-0.5079636424779892
printmaking,0.6284019351005554,-0.620346188545227,-0.4012964963912964
studio_art,0.15309716295450926,-0.9804766178131104,-1.2523572742938995
architecture,0.6699346899986267,-0.28047287464141846,0.22065557539463043
interior_architecture,1.110849916934967,-0.6731542348861694,1.0243846327066422
landscape_architecture,1.0011073350906372,-0.563700407743454,0.7072693854570389
landscape_design,0.6660900115966797,-0.2179461196064949,0.6192761063575745
landscape_planning,0.5480876564979553,-0.6078953742980957,1.0552805662155151
architectural_analytics,1.7107888162136078,0.03942301869392395,-0.12088668346405029
historic_preservation,1.32778999209404,-1.1997659504413605,1.3613053560256958
interior_design,0.7758325934410095,-0.32739994674921036,0.9363913536071777
technical_drawing,0.4699793290346861,0.15567703545093536,0.20132960379123688
fashion,0.07046985626220703,0.2120230346918106,-0.4783875644207001
fine_arts,0.6278750896453857,-0.7529757171869278,-0.43064841628074646
graphic_arts,0.4472865015268326,-0.9152421094477177,-0.9965335130691528
drawing,0.01275189034640789,0.1288500279188156,-0.014641910791397095
drawing_and_drawings,0.24569903127849102,0.007084555923938751,-0.1901167780160904
painting,0.04533981531858444,-0.31542566418647766,-0.18012063205242157
photography,0.0593191497027874,-0.3954363167285919,-0.5321402549743652
sculpture,0.309300035238266,-0.54360431432724,-0.038407567888498306
history,0.19629324972629547,-0.27045029401779175,-0.004303546156734228
african_history,0.5247523039579391,-0.8401246070861816,0.17696054140105844
american_history,0.09086889028549194,-0.9564433097839355,-0.3607406630180776
ancient_history,0.7572624236345291,-0.3882696256041527,0.5450278208591044
ancient_egypt,0.9925484955310822,-0.6074540540575981,1.110543668270111
carthage,0.3714885115623474,-0.7284881472587585,0.5489363074302673
ancient_greece,1.2713828682899475,-0.7985512837767601,0.9678541123867035
ancient_rome,0.7079949975013733,-0.945432685315609,0.7173381447792053
assyria,1.1590301990509033,-0.14021524786949158,0.2996774911880493
bronze_age,1.1735735833644867,-1.7112792134284973,-0.20076444745063782
historicity_of_the_bible,0.5534651130437851,0.5161208072677255,-0.6849280595779419
indus_valley_civilisation,2.1481163799762726,-1.219460017979145,1.9383485913276672
preclassic_maya,2.0112305134534836,-0.32103872299194336,0.2932550311088562
history_of_mesopotamia,1.0073371678590775,-0.70360466837883,0.7598234103061259
the_stone_age,0.47855257987976074,-0.9927848875522614,0.01461174339056015
yangtze_civilization,1.8168053925037384,-0.24227222800254822,1.2618951797485352
yellow_river_civilization,2.1545235216617584,-0.9123551994562149,1.2969641909003258
history_of_asia,0.985050693154335,-0.7764098644256592,0.42911127069965005
history_of_china,0.8796758204698563,-0.6634708046913147,0.5839026258327067
history_of_india,0.8992654830217361,-0.7926663756370544,0.5503691122867167
ancient_india,1.2639414072036743,-0.6400354132056236,1.1040040254592896
history_of_indonesia,1.2015313059091568,-0.8564059138298035,0.37108284095302224
history_of_iran,1.286612406373024,-0.7436925768852234,0.3846470401622355
history_of_australia,0.7202816158533096,-1.0020211338996887,0.3224512920714915
cultural_history,0.4887995272874832,-0.4106478840112686,0.44838482001796365
ecclesiastical_history_of_the_catholic_church,1.4654748886823654,-2.929266393184662,1.5879438505508006
economic_history_of_the_world,1.0270373672246933,-0.8655316680669785,0.9914813437499106
environmental_history,0.9187045246362686,-0.19129246473312378,0.6421829746104777
history_of_europe,0.6782354265451431,-0.7000612914562225,0.4000683114863932
intellectual_history,0.24074151366949081,-0.04496447741985321,-0.01502626622095704
jewish_history,0.23449914157390594,-0.4975591003894806,0.11358954617753625
history_of_latin_america,0.9167593419551849,-0.9615083336830139,-0.06915126880630851
modern_history,0.4494086652994156,-0.2522670663893223,0.5145283625461161
history_of_philosophy,0.4841262549161911,-0.24231242574751377,-0.4934514476917684
ancient_philosophy,0.8488021790981293,-0.08968146331608295,0.06018346548080444
contemporary_philosophy,0.24083609133958817,-0.16049791313707829,-0.6822241395711899
medieval_philosophy,0.7944660484790802,-0.34072905220091343,-0.036595314741134644
humanism,0.33111149072647095,0.23755677044391632,-0.5244284272193909
scholasticism,0.5684933662414551,0.12272901087999344,-0.18936090171337128
modern_philosophy,0.5409484207630157,0.046321095898747444,0.029684007167816162
political_history,0.20475847832858562,-0.5269237458705902,0.23109873989596963
history_of_political_thought,0.38285949639976025,0.037841469049453735,0.13490320602431893
pre-columbian_era,1.1736544542945921,-0.8836973011493683,0.19422691501677036
prehistory,0.6282767057418823,-0.26069340109825134,0.18995420634746552
public_history,0.2806432619690895,-0.5946601331233978,0.47139042476192117
history_of_russia,0.7778443247079849,-0.8458295464515686,0.4736154959537089
history_of_science,0.6291783004999161,-0.30807947367429733,-0.28169497987255454
history_of_technology,0.865981712937355,-0.1796417161822319,0.30020716646686196
world_history,0.37931136786937714,-0.6498061716556549,0.03152743959799409
languages,1.064031958580017,0.1448357105255127,-0.07802541553974152
literature,0.31585875153541565,-0.0373094342648983,-0.2911478877067566
linguistics,0.8720149397850037,-0.02603805996477604,-0.57621169090271
applied_linguistics,1.537789523601532,0.3928971793502569,-0.11024028062820435
composition_studies,0.916731059551239,0.05356822907924652,-0.02946038544178009
computational_linguistics,2.315705120563507,0.6443921234458685,-0.9486107528209686
english_studies,0.6869876533746719,-0.4769037514925003,-0.16894949972629547
etymology,0.9931768774986267,0.2886514663696289,-0.16932640969753265
grammar,0.6379161477088928,-0.10827943682670593,-0.2414858043193817
grammatology,0.7020918726921082,0.051335472613573074,-1.0131802558898926
historical_linguistics,1.0306047201156616,-0.22660746611654758,-0.22053945064544678
history_of_linguistics,1.0683081895112991,-0.2964883539825678,-0.5805152370594442
interlinguistics,0.82924884557724,0.24701456725597382,-0.358406662940979
lexicology,1.0396630764007568,0.18230436742305756,-0.6176778674125671
linguistic_typology,1.473893165588379,1.003328561782837,-0.08010160177946091
morphology_(linguistics),2.7459993958473206,0.7026116754859686,-0.6198844350874424
natural_language_processing,2.7309796810150146,1.195372223854065,0.8987162411212921
philology,0.8388602137565613,-0.8281055688858032,-0.5129964351654053
phonetics,0.9628727436065674,0.3215514123439789,-0.6613552570343018
phonology,1.2289870977401733,0.169276162981987,-0.6069206595420837
pragmatics,0.7541206479072571,0.5324062705039978,-0.7349432706832886
psycholinguistics,1.0389916896820068,0.2898016571998596,-0.8199220895767212
rhetoric,0.0017977290553972125,0.5603660345077515,-0.3154132068157196
semantics,0.9727842807769775,1.0854604244232178,-0.7695292830467224
semiotics,0.6143025755882263,0.2763863801956177,-0.8555437326431274
sociolinguistics,0.8807463645935059,0.062151338905096054,-0.7546054124832153
syntax,1.3270047903060913,1.107303261756897,-0.8028130531311035
usage,0.9020341634750366,0.9708505272865295,0.19167989492416382
word_usage,1.458931803703308,1.550412118434906,-0.06947290897369385
comics_studies,0.8812856674194336,-0.20010598748922348,-0.9989060610532761
comparative_literature,0.9577966034412384,0.11501983180642128,-0.33074328303337097
creative_writing,-0.15586107969284058,0.32812804728746414,-1.35985267162323
fiction,0.23195014894008636,0.010165163315832615,-0.9694257378578186
non-fiction,0.4753198027610779,0.36801159381866455,-0.8203697204589844
english_literature,0.4745345562696457,-0.3724856935441494,-0.6343115866184235
history_of_literature,0.5121520012617111,-0.30775972828269005,-0.2954514338634908
ancient_literature,0.8768279254436493,-0.15512876585125923,0.25818347930908203
medieval_literature,0.8224917948246002,-0.4061763547360897,0.16140469908714294
post-colonial_literature,0.9920285046100616,-0.1586124785244465,-0.04843059182167053
post-modern_literature,0.9527455866336823,0.14127152040600777,-0.5668347179889679
literary_theory,0.5809812657535076,0.5184252858161926,-0.7806239724159241
literary_criticism,-0.11375081166625023,0.12775379419326782,-0.8130864202976227
poetics,0.13536293804645538,-0.001178969512693584,-0.93205726146698
poetry,0.03730974718928337,-0.30979934334754944,-0.7584881782531738
world_literature,0.4988768696784973,-0.41666531190276146,-0.2553169019520283
african-american_literature,1.087380737066269,-0.7290107272565365,-0.8037924766540527
american_literature,0.21043439209461212,-0.7233024500310421,-0.6475850045681
british_literature,0.2695077620446682,-0.6706402562558651,0.07312631607055664
