koId,name,x,y,z
40,scientific literature,1.0350224077701569,0.2621574439108372,-0.167267307639122
41,science policy,1.0629475712776184,0.3993772342801094,-0.07794304192066193
42,science education,0.9157417416572571,-0.7633072063326836,0.13377898931503296
43,scientific discipline,1.0176663398742676,0.5172007381916046,0.34699130058288574
44,scientific literacy,1.9720056056976318,-0.11364814639091492,0.33618809282779694
45,statistics,1.359130859375,-0.20133113861083984,-0.3763849139213562
46,scientific field,1.1250320672988892,0.08435316383838654,0.43201519548892975
47,universe,0.3579709231853485,0.6245402693748474,-0.750089704990387
48,theories and sociology of the history of science,1.728286400437355,0.3147192969918251,-1.0285126878879964
49,social psychologist,0.1793294996023178,-0.3079378567636013,-0.8832247406244278
50,sociology,0.5620938539505005,-0.3902640640735626,-0.5166476964950562
51,science.tv,0.7915856242179871,0.324232280254364,-0.5272275805473328
52,sociology of science,0.9949789047241211,-0.4278932437300682,-0.7940391302108765
53,history of science,0.6291783004999161,-0.30807947367429733,-0.28169497987255454
54,interdisciplinarity,0.9581153392791748,0.3502117395401001,-0.3782162070274353
55,subhash kak,1.2924312949180603,-0.48840854316949844,-1.2441545128822327
56,pseudoscience,1.0590746402740479,1.2651845216751099,-0.7791088819503784
57,history of science and technology,1.2988667637109756,-0.2172708958387375,0.02281573275104165
58,history of technology,0.865981712937355,-0.1796417161822319,0.30020716646686196
59,physical science,0.8611734807491302,0.6323275044560432,-0.04886503517627716
60,the structure of scientific revolutions,2.0490569174289703,1.0670627653598785,0.9830018281936646
61,medicine,0.5483876466751099,-0.33851757645606995,0.06604387611150742
62,isis (journal),0.5737849697470665,-0.26403218507766724,-0.2808908559381962
63,stephen jay gould,-0.6656285524368286,-1.915311872959137,-2.4889333844184875
64,philosophy of science,0.7207180559635162,-0.009491311386227608,-0.7665393352508545
65,natural science,1.13576340675354,0.1882276013493538,0.32609742879867554
66,natural philosophy,0.9907113611698151,0.25399464927613735,0.11434096097946167
67,pragmatism,0.1617739498615265,0.49661985039711,-0.5538123846054077
68,truth,-0.11225929856300354,0.5818601250648499,-0.8441452980041504
69,problem of induction,1.5007600784301758,1.6859613060951233,-0.23433920741081238
70,thomas kuhn,-0.2602941319346428,-1.5241490602493286,-1.2635576725006104
71,process (science),1.064028024673462,0.8027215078473091,0.03617998957633972
72,political philosophy,0.2962982337921858,-0.22833558358252048,-0.2537456154823303
73,social philosophy,0.5298270434141159,0.09003044106066227,-0.32375313341617584
74,willard v. o. quine,-1.7626561373472214,1.294166475534439,-2.008168578147888
75,scientific realism,0.82091473788023,0.8003718554973602,-0.4512769430875778
76,willard van orman quine,-0.20175214111804962,-2.0418469607830048,-3.0655574202537537
77,w.v.o. quine,0.40148593485355377,0.4317016899585724,-1.0837895274162292
78,branches of science,1.4610228538513184,-0.29024749249219894,0.8536144495010376
79,formal science,0.7267112135887146,0.18175727874040604,0.17839175462722778
80,engineering,0.6930001378059387,-0.5090684294700623,0.1573665291070938
81,funding of science,0.9929572343826294,-0.4823402091860771,0.43718481063842773
82,fundamental science,1.2002946138381958,0.7944716289639473,-0.1607009917497635
83,history of natural science,1.3320566564798355,-0.08222269266843796,0.3217938826419413
84,life science,0.24442367255687714,-0.039147811592556536,-0.49430322647094727
85,history of science in the middle ages,1.5284286588430405,-0.730002835392952,0.6741237328387797
86,space science,1.0262460112571716,0.5462219193577766,-0.24114082381129265
87,natural sciences,1.7500258684158325,-0.4177773594856262,0.543945923447609
88,phenomenology (sociology),1.2761845588684082,0.13707557320594788,-1.337840974330902
89,narrative inquiry,0.44964563846588135,0.22709836065769196,-0.40865107625722885
90,historiography,0.40450340509414673,-0.07750238478183746,-0.08921104669570923
91,hermeneutics,0.6576027870178223,0.3665320575237274,-0.658038854598999
92,grounded theory,0.7031398490071297,1.1907955706119537,-0.1811916083097458
93,methodology,0.7394343018531799,0.7584832310676575,-0.14035393297672272
94,quantitative research,1.9121106266975403,1.0369339287281036,0.13144149631261826
95,qualitative research,1.7360170483589172,1.1412858664989471,0.05274718999862671
96,multimethodology,1.2033672332763672,0.8650068044662476,-0.5725501179695129
97,multidisciplinary approach,1.0895992517471313,0.539510577917099,0.21765468083322048
98,mathematics,0.8834273815155029,-0.0726855993270874,-0.3593485355377197
99,logic,0.694568395614624,1.0594780445098877,-0.6031352877616882
100,mathematical statistics,2.308025598526001,0.3620830774307251,-0.7590413093566895
101,probability,1.4871346950531006,1.0977745056152344,-0.22366859018802643
102,numerical analysis,2.0915011167526245,1.6663735508918762,0.027984797954559326
103,operations research,1.2858167886734009,-0.31931543350219727,1.1718075424432755
104,information theory,1.2821969389915466,1.4252492189407349,-0.3177233599126339
105,game theory,0.9406111240386963,0.7119633853435516,-0.9605823755264282
106,systems theory,1.7078725695610046,1.483049213886261,0.24809229373931885
107,interdisciplinary field,1.252989947795868,-0.35346637666225433,0.19378571957349777
108,interdisciplinary,0.84712153673172,-0.1383526623249054,-0.1143488958477974
109,meta-analysis,1.5596290826797485,0.23193103075027466,-0.7994276881217957
110,literature review,0.5927094519138336,0.14552119746804237,-0.9408433437347412
111,phenomenography,0.7193647027015686,0.8375850915908813,-0.6201053261756897
112,interview,-0.3501906991004944,-0.388159841299057,-1.2041033506393433
113,historical method,1.0049480199813843,0.8383151143789291,0.3161955438554287
114,quasi-experiment,1.1648190021514893,0.830397367477417,-0.9254872798919678
115,postpositivism,1.7939146757125854,0.7231782078742981,-0.8018380999565125
116,profession,0.05556180328130722,-0.29720228910446167,-0.03398936241865158
117,humanities,0.6588668823242188,-0.5367668867111206,-0.2910270392894745
118,physical law,0.5674044191837311,0.2581564486026764,0.3840639591217041
119,physics,0.891993522644043,0.16860510408878326,-0.4835093915462494
120,physical experiment,0.698982834815979,1.3283849954605103,0.07849040627479553
121,pharmacology,1.3160163164138794,-0.08923974633216858,-0.2927328944206238
122,parasitology,1.4462337493896484,-0.6120607852935791,-0.26345691084861755
123,oceanography,1.192665934562683,-0.44759702682495117,0.09577474743127823
124,paleontology,1.4425861835479736,-0.5936691164970398,-0.4215661883354187
125,prosthetics,0.3095749616622925,0.329630047082901,-0.3341943919658661
126,orthotics,1.5135945081710815,0.2670896351337433,-0.012797847390174866
127,synthetic biology,2.4490950107574463,0.9361496344208717,-0.27114584296941757
128,population genetics,2.501307487487793,-0.33384332060813904,0.9301038384437561
129,oncogenesis,2.2370407581329346,0.9342078566551208,-0.7006971836090088
130,psychology,0.5703613758087158,0.16958294808864594,-0.7173352837562561
131,peer review,1.1840839385986328,0.33782511949539185,-1.0399236977100372
132,the central science,1.1394761204719543,-0.7608595415949821,0.60853511095047
133,planetary habitability,2.120423674583435,1.3828235268592834,0.3951626159250736
134,the feynman lectures on physics,1.5414641574025154,0.6286856085062027,-1.683611884713173
135,richard feynman,0.18565863370895386,0.02339833974838257,-1.7758869528770447
136,applied science,1.098659634590149,0.3813060596585274,0.1885799765586853
137,art methodology,0.7326312316581607,0.383297860622406,-0.5160764306783676
138,fraunhofer society,1.6993023417890072,-0.3210363108664751,0.06662151217460632
139,computer science,1.0412408113479614,0.4191032126545906,-0.6894173920154572
140,nuclear engineering,1.5229871273040771,-0.28805355727672577,0.5554642826318741
141,institute of technology,1.058545857667923,-0.8363377973437309,0.46030737459659576
142,forestry,1.0207757949829102,-1.0162049531936646,1.1129173040390015
143,food science,0.9689702987670898,0.16147615760564804,0.26518744230270386
144,architecture,0.6699346899986267,-0.28047287464141846,0.22065557539463043
145,electronics,0.7481676936149597,-0.03986482322216034,-0.15816228091716766
146,energy,0.92281574010849,0.5237477421760559,0.3530679941177368
147,energy storage,2.2872944474220276,0.8107306659221649,1.0947298407554626
148,artificial intelligence,0.9571111500263214,0.6689679473638535,0.4695731196552515
149,ceramic engineering,1.7065724730491638,-0.5394261851906776,0.5288711935281754
150,materials science and engineering,1.9248352646827698,0.0038583949208259583,0.5513093024492264
151,forensic science,0.7920895218849182,-0.042199098505079746,-0.5349419116973877
152,optics,1.2750012874603271,0.4508076608181,-0.1487191617488861
153,nanotechnology,0.9764755964279175,0.46627843379974365,-0.08803466707468033
154,nuclear technology,1.499675452709198,0.31182345002889633,0.7026084661483765
155,applied science technologist,1.467610388994217,-0.11925565451383591,-0.40513890981674194
156,earth science,0.8602192103862762,0.424993135035038,-0.20991641283035278
157,theoretical biology,1.9864545464515686,0.6676931753754616,-0.3599497303366661
158,fields of science,0.8341701626777649,0.02754075825214386,0.275455117225647
159,bibliometrics,1.0545498132705688,0.6559359431266785,-0.3896603286266327
160,cultural mapping,1.4711142182350159,0.4270709604024887,0.7024526745080948
161,cartography,0.60602205991745,-0.049744728952646255,-0.020136909559369087
162,field research,1.0194459557533264,-0.08533988893032074,0.49131716787815094
163,experiment,0.27069440484046936,0.6584283113479614,-0.15003599226474762
164,ethnography,0.4479652941226959,-0.32720696926116943,-0.011193938553333282
165,field experiment,0.6765628159046173,0.4433145970106125,0.15809862315654755
166,discourse analysis,1.0659206211566925,1.4921854138374329,-0.3202934265136719
167,descriptive statistics,2.1898248195648193,0.6069183349609375,-0.6437422931194305
168,content analysis,1.8166521787643433,1.95124089717865,-0.5443757325410843
169,critical realism (philosophy of the social sciences),1.7598647624254227,0.39793084003031254,-1.117766410112381
170,empiricism,0.7818983793258667,0.7857220768928528,-0.6434661149978638
171,constructivism (philosophy of science),1.3893663585186005,0.41173760406672955,-1.2088396847248077
172,citation,0.9132142066955566,0.4326429069042206,-0.48413974046707153
173,argument,0.46347540616989136,0.9148931503295898,-0.5861986875534058
174,roman engineering,1.1506294906139374,-1.303254246711731,0.5569096058607101
175,manufacturing,0.8822607398033142,-0.31196215748786926,0.7331278920173645
176,quality (business),0.7770993635058403,0.04812470078468323,0.37004274129867554
177,product engineering,1.6500281691551208,0.2311665415763855,0.14356826059520245
178,tissue engineering,2.617074429988861,0.5860665440559387,0.2679613456130028
179,international federation of automatic control,2.2461841702461243,-1.0468215495347977,1.5102028995752335
180,matlab,1.7794280052185059,0.7709403038024902,-0.7418655157089233
181,systems engineering,1.7841411232948303,0.11391371488571167,0.7623652368783951
182,measurement,1.5297472476959229,1.0045415163040161,0.31639987230300903
183,naval architecture,1.2086526155471802,-1.3290101289749146,0.9029173403978348
184,manufacturing engineering,1.575260877609253,-0.8210305869579315,0.8904944211244583
185,mechanical engineering,1.3995344638824463,-0.08873960375785828,0.4306797534227371
186,telecommunications engineering,1.791077196598053,-1.0417013764381409,0.6953957229852676
187,geotechnical engineering,2.119353234767914,-0.7284634858369827,0.6363406628370285
188,glossary of engineering: a%e2%80%93l,4.5221057534217834,-2.591885060071945,-5.322879865765572
189,glossary of engineering: m%e2%80%93z,2.265920579433441,-2.886800616979599,-4.193046137690544
190,master of engineering,0.595081627368927,-0.9615058898925781,-0.1494465321302414
191,engineering education,1.1758568286895752,-1.2347464561462402,0.5685369521379471
192,transport phenomena,1.9158299565315247,0.8587592542171478,0.8859904259443283
193,petroleum engineering,1.754975140094757,-0.9335685074329376,1.0451345592737198
194,materials engineering,1.4919502139091492,0.04148757457733154,0.8287007361650467
195,process engineering,1.32414311170578,0.33128225803375244,0.47093795239925385
196,forensic engineering,1.0522046089172363,-0.5136383483186364,-0.10018394887447357
197,ergonomics,1.1748524904251099,0.6388970613479614,-0.21311382949352264
198,plastics engineering,1.8043054938316345,-0.2774009108543396,0.3993454575538635
199,history of engineering,0.8892933875322342,-0.779518723487854,0.15306298295035958
200,technical drawing,0.4699793290346861,0.15567703545093536,0.20132960379123688
201,engineering overhead,1.7186595797538757,-0.0251481831073761,0.6502113491296768
202,flexibility (engineering),1.69621080160141,0.5199510455131531,0.508834645152092
203,good engineering practice,1.172743633389473,0.14229749143123627,0.10220690071582794
204,material science,1.067112684249878,0.8747934177517891,-0.3524569347500801
205,process (engineering),1.32414311170578,0.33128225803375244,0.47093795239925385
206,strut,0.9483912587165833,0.13714167475700378,-0.4955308139324188
207,systems engineering process,2.4152840971946716,0.9542644023895264,1.0759366601705551
208,tolerance (engineering),1.3325213193893433,0.36555784940719604,0.5122739523649216
209,yield (engineering),1.9375757575035095,0.3445240259170532,0.6860249191522598
210,master of engineering management,1.1608593463897705,-1.2699355781078339,0.2437400072813034
211,engineering doctorate,1.4862958192825317,-1.8234652876853943,-0.27908138930797577
212,engineering leadership award,0.7777586579322815,-2.185815989971161,-0.25905580818653107
213,gordon prize,-0.27785661816596985,-1.7206684350967407,-1.2167036533355713
214,ieee control systems award,3.0845457315444946,-0.00739683210849762,-0.10088169574737549
215,percy nicholls award,-0.31423646211624146,-2.810809910297394,-2.0878036618232727
216,partial differential equation,4.412787735462189,2.485054671764374,-0.4446874260902405
217,engineering management,1.2587778568267822,-0.817498117685318,0.5505530685186386
218,virtual design and construction,1.5121492147445679,-0.014335788786411285,1.1882267743349075
219,partial differential equations,4.559424459934235,2.457107365131378,-0.34326618909835815
220,vector space,2.717297375202179,1.64223051071167,-0.3298077993094921
221,scientific computing,1.902029275894165,0.927583783864975,-0.11677384376525879
222,robotics,0.7567386031150818,0.08829404413700104,-0.3474756181240082
223,university of waikato,1.2313964366912842,-2.1451956033706665,0.6306718252599239
224,uniandes,1.5106332302093506,-1.043104648590088,-0.720013439655304
225,rail transport in serbia,3.443521499633789,-1.760464996099472,2.5087831020355225
226,polytechnic (greece),1.576034665107727,-2.1303187012672424,0.5955273509025574
227,islamic university of technology,1.593743622303009,-1.0949915340170264,0.8151996992528439
228,medicine in the medieval islamic world,1.7805459797382355,-1.0826073056086898,1.0887672938406467
229,prehistoric medicine,1.6629137992858887,-0.6568037569522858,0.43986522406339645
230,physician,0.1351563185453415,-0.9250854253768921,-0.26497015357017517
231,occupational medicine,1.5802518129348755,-0.2407248392701149,0.5626231953501701
232,reproductive medicine,1.8902519941329956,0.28517457842826843,0.3053412362933159
233,pharmaceutical,0.99090176820755,-0.23329803347587585,0.24271558225154877
234,veterinary medicine,1.4595335721969604,-1.0432634055614471,0.3928164765238762
235,urology,1.3138564825057983,-0.6544504165649414,-0.4381152093410492
236,traditional medicine,0.8575054407119751,-0.17565183341503143,0.6358397826552391
237,traumatology,1.183127999305725,-0.570448100566864,-0.5073550939559937
238,trauma surgery,1.1150352358818054,0.15540258586406708,-0.4676879495382309
239,orthopedic surgery,1.353412926197052,-0.6941849738359451,-0.4952475130558014
240,plastic surgery,1.282762587070465,0.3473041504621506,-0.36708175018429756
241,sleep medicine,0.9496543109416962,0.20354703068733215,-0.48316840082407
242,physical medicine and rehabilitation,1.414097547531128,-0.24591651558876038,0.9838879182934761
243,radiology,1.42620849609375,-0.4008153975009918,-0.28061768412590027
244,psychiatry,0.673283040523529,-0.16984394192695618,-0.5087893009185791
245,preventive healthcare,1.7134479880332947,0.10747259855270386,0.9458026885986328
246,podiatry,1.3659111261367798,0.18706460297107697,-0.43020105361938477
247,physical therapy,1.290544718503952,1.3419133424758911,-0.3336994796991348
248,pharmacy,0.7367027997970581,-0.8026054501533508,0.19218002259731293
249,pediatrics,1.0640400648117065,-0.610790491104126,-0.40464091300964355
250,pain management,1.0856168270111084,0.3740929067134857,-0.1291618049144745
251,narcology,0.22954759001731873,0.49167656898498535,-0.243541419506073
252,ophthalmology,1.2002556324005127,-0.7562377452850342,-0.21559679508209229
253,obstetrics,1.117089033126831,-0.8457546830177307,-0.22579704225063324
254,oncology,1.2924606800079346,-0.5807114243507385,-0.21887946128845215
255,nephrology,1.5044878721237183,-0.5463278293609619,-0.3957449495792389
256,prevention (medical),1.3129557371139526,-0.10285377502441406,0.8584032654762268
257,oral medicine,1.0834409594535828,-0.04292798042297363,0.054473855532705784
258,palliative care,1.462403118610382,0.03749598562717438,0.21539116650819778
259,travel medicine,0.804148256778717,-0.4973323792219162,0.4265003725886345
260,rod of asclepius,1.0647034347057343,0.03651099279522896,-0.6920458525419235
261,therapy,0.8622562885284424,0.6719566583633423,-0.562225878238678
262,palliation,0.8540148138999939,0.4053899347782135,0.257520467042923
263,neurology,1.085679054260254,-0.3940548300743103,-0.5583094954490662
264,nervous system,1.3103777468204498,1.0295657515525818,0.16831505298614502
265,otorhinolaryngology,1.5653313398361206,-0.6296983957290649,-0.6213843822479248
266,pathology,1.0737212896347046,0.10822166502475739,-0.13534745573997498
267,preventive medicine,1.444768249988556,-0.0682031512260437,0.5858324393630028
268,pulmonology,1.4045766592025757,-0.012736544944345951,-0.4216831922531128
269,sports medicine,1.0232256948947906,-1.0784536302089691,-0.022283509373664856
270,rheumatology,1.2969733476638794,-0.7910704612731934,-0.33655133843421936
271,surgery,0.5947048664093018,-0.19417448341846466,-0.3204478621482849
272,neuroscience,1.0537647008895874,0.257175475358963,-0.6630788445472717
273,physiology,1.1360379457473755,0.03853542357683182,-0.3753320276737213
274,toxicology,1.2710413932800293,0.10670863837003708,-0.3193320333957672
275,poison,0.16881336271762848,0.21456791460514069,-0.4264344274997711
276,mri,1.3313184976577759,0.7300546169281006,-0.3326283395290375
277,residency (medicine),0.8143019378185272,-1.221196323633194,0.24147745221853256
278,rhazes,0.9540128111839294,-0.22048234939575195,-0.5231415033340454
279,michael servetus,-0.18111580610275269,-0.9156145602464676,-1.4015398621559143
280,william harvey,-0.49732810258865356,-1.8149366974830627,-1.0252071619033813
281,thomas sydenham,0.34546610713005066,-2.1507534980773926,-0.06965988874435425
282,x-rays,-0.16424453258514404,0.10719996690750122,-0.13732682168483734
283,ultrasound scan,2.3965280652046204,1.6075966954231262,-0.7853080034255981
284,nobel prize in physiology or medicine,2.429469883441925,-1.6817251667380333,-1.6639919355511665
285,nutrition,1.0271687507629395,0.13432464003562927,0.10220681130886078
286,subspecialty,1.4799892902374268,-0.18039794266223907,0.2688886523246765
287,reproductive surgery,1.9365692138671875,0.4295176714658737,-0.08115050196647644
288,surgical oncology,2.1465519666671753,-0.40643489360809326,-0.10122297704219818
289,organ transplantation,1.6147239804267883,-0.0038506239652633667,-0.12639916688203812
290,vascular surgery,2.535219192504883,0.17570166289806366,-0.1036519855260849
291,reproductive endocrinology and infertility,3.7504689693450928,0.7096510529518127,-0.5711491405963898
292,urogynecology,1.201497197151184,-0.13379745185375214,-0.6501896977424622
293,sexual medicine,0.8893271088600159,0.3473498523235321,-0.3141232803463936
294,venereology,1.4313656091690063,-0.3120167553424835,-0.4607948958873749
295,tropical medicine,2.0481828451156616,-0.7523616850376129,0.1460045501589775
296,rural health,1.5013760924339294,-1.295059323310852,1.4241564273834229
297,philosophy,0.28783300518989563,0.028137868270277977,-0.4891479015350342
298,social network,0.854868546128273,-0.001528572291135788,0.4129960387945175
299,planetary science,1.2995320558547974,0.4832049682736397,-0.32454242929816246
300,research methodology,1.3530118465423584,0.8882570564746857,0.04282861948013306
301,international relations,0.616436630487442,-0.996028482913971,0.45304636657238007
302,international politics,0.19326192513108253,-1.0515506565570831,0.18457234953530133
303,international studies,0.7545745968818665,-0.8617229908704758,0.35488852858543396
304,learned society,-0.23784762993454933,-0.43574807047843933,0.14770042896270752
305,royal society of chemistry,1.1636081598699093,-1.3022021055221558,0.30084097385406494
306,society of exploration geophysicists,1.4225412271916866,-0.4185921512544155,0.7611173428595066
307,royal astronomical society,1.1707253120839596,-1.4428435787558556,1.0617967545986176
308,royal charter,0.6263673603534698,-1.9923476576805115,1.3167073428630829
309,professional association,0.6648924797773361,-1.6735476851463318,-0.09899777173995972
310,scientific communication,1.3023646473884583,0.7093415856361389,0.4468071907758713
311,science journalism,0.5623552203178406,-0.49790438264608383,-0.8142334818840027
312,talk:science education,4.409857213497162,-2.5787780210375786,-4.214849352836609
313,qi,0.8655828237533569,0.2830301523208618,-0.3057456314563751
314,synchronicity,0.18623851239681244,0.8983860015869141,-0.9015263319015503
315,superstition,-0.0252853874117136,0.37601032853126526,-0.07131301611661911
316,psychic,-0.10837022215127945,0.5583117008209229,-0.9227729439735413
317,psychic reading,0.1124495193362236,0.9146539270877838,-1.1806367337703705
318,psychokinesis,0.5499057769775391,0.9463454484939575,-0.7668155431747437
319,psychometry (paranormal),0.626517578959465,1.270595133304596,-1.7653343677520752
320,remote viewing,1.1380595266819,0.7956453710794449,0.8218122869729996
321,supernatural,-0.053628865629434586,0.4503946602344513,-0.7179996371269226
322,telepathy,0.38064634799957275,0.8819141983985901,-0.8271986842155457
323,scientific skepticism,0.8467036932706833,1.032834142446518,-0.3377769738435745
324,scientific racism,0.7926177680492401,0.7646971344947815,-0.24974773824214935
325,vitalism,0.2554599642753601,0.8008571267127991,-0.5008734464645386
326,western esotericism,1.1367957592010498,-0.5406309217214584,0.3137173056602478
327,traditional chinese medicine,1.2511409521102905,-0.1906256452202797,0.9236806258559227
328,second sight,0.35308709740638733,-0.09935814142227173,0.00027318671345710754
329,psychic surgery,0.4863346442580223,0.3641372174024582,-1.2432208061218262
330,therapeutic touch,1.2126090675592422,1.2494534850120544,-0.3348977565765381
331,research results in parapsychology,2.061583459377289,1.239088922739029,-0.656378235667944
332,radiesthesia,1.2497848272323608,0.3763188123703003,-0.7033594846725464
333,empirical evidence,1.634927749633789,1.8350709676742554,-0.17674852348864079
334,knowledge,0.3509501814842224,0.6764097213745117,-0.012978642247617245
335,scientific evidence,1.2775208950042725,1.046598106622696,0.14946097694337368
336,evidence,0.5583572387695312,0.7471312284469604,0.025580396875739098
337,epistemology,0.856755256652832,0.4572988450527191,-0.8965225219726562
338,justification (epistemology),1.4581338167190552,1.354411631822586,-1.0301069617271423
339,environmental justice,0.5992216244339943,-0.4993239641189575,0.501375675201416
340,prop%c3%a6dia,3.762346863746643,-1.1494202204048634,0.9752866327762604
341,knowledge by acquaintance,-0.14621925354003906,0.21370607614517212,-0.543826668523252
342,procedural knowledge,1.151045322418213,1.5295842289924622,-0.41475784685462713
343,tacit knowledge,0.4859749674797058,1.116654872894287,0.19198612961918116
344,metaknowledge,0.8547489047050476,0.7776895761489868,-0.7493658661842346
345,knowledge base,1.1532692313194275,0.5702513754367828,0.6747706839814782
346,library,0.3927488327026367,-0.6318979263305664,-0.014081309549510479
347,wikipedia,1.4507864713668823,0.2904650568962097,-0.9415065050125122
348,knowledge management,0.9167279005050659,0.367980033159256,0.38020789716392756
349,knowledge ecosystem,1.7718587517738342,1.1247528195381165,0.6944654295220971
350,knowledge mobilization,1.0927485823631287,0.5744205936789513,0.9552908847108483
351,knowledge organization,0.6270378530025482,0.44554488360881805,0.3636718401685357
352,knowledge organization (management),1.1928155720233917,0.13711519539356232,0.7568583795800805
353,knowledge transfer,0.9448585510253906,0.6136775463819504,0.6033231327310205
354,knowledge worker,0.2749911770224571,0.24856054782867432,0.06734096352010965
355,methods of obtaining knowledge,1.4159221053123474,1.58943260461092,0.7577963778749108
356,revelation,-0.2449941635131836,0.25541502237319946,-0.719878077507019
357,learning,0.2707521915435791,0.25908756256103516,-0.04939350113272667
358,reading (process),0.8519627153873444,1.1966929137706757,0.05570763349533081
359,knowledge building,0.739255279302597,0.1726859211921692,0.8459415147081017
360,knowledge building communities,1.5222550332546234,-0.2246522307395935,1.951403588987887
361,ontology (information science),2.4598870277404785,1.3911420181393623,-0.9753611944615841
362,memory,0.22199194133281708,0.377424031496048,-0.17636272311210632
363,teaching,0.11135590821504593,-0.406994491815567,0.016091926023364067
364,training,0.37782493233680725,-0.6695423722267151,0.514884352684021
365,knowledge sharing,0.614011138677597,0.9785713255405426,0.09974392596632242
366,knowledge deities,1.276968777179718,0.9774957299232483,0.12594567332416773
367,knowledge broker,0.417024202644825,0.18574926257133484,-0.12830511387437582
368,knowledge gap hypothesis,1.9854936599731445,1.8998469859361649,0.3451830456033349
369,knowledge market,0.9154167175292969,0.5419865250587463,0.665065080858767
370,knowledge value,1.4837008118629456,1.537011742591858,0.05141832772642374
371,knowledge and its limits,0.9239391684532166,1.1107498407363892,0.6965557644143701
372,wisdom,-0.05181345343589783,0.43693527579307556,-0.39313092827796936
373,personal knowledge management,0.9251040490344167,0.7608751654624939,-0.002648203633725643
374,knowledge triangle,0.9392968416213989,0.6484045311808586,0.03423050884157419
375,specialization of knowledge,1.3486727476119995,0.8944191783666611,0.4065124997869134
376,knowledge ark,0.38314030319452286,0.4584558606147766,-0.18428592290729284
377,knowledge-based theory of the firm,1.5001605525612831,0.530243381857872,-0.575405552983284
378,stanford encyclopedia of philosophy,1.1016532480716705,-0.24273201264441013,-1.7212554216384888
379,sustainability education,1.3613478541374207,-0.6804167218506336,0.793427050113678
380,understanding,0.5166916251182556,0.9275026321411133,-0.07779183238744736
381,social epistemology,1.0987492948770523,0.5191914178431034,-0.7311277538537979
382,self,0.2181379497051239,0.732208251953125,-0.2649998366832733
383,philosophy of perception,0.7547612190246582,1.08797568641603,-0.6167482137680054
384,theory of justification,1.2181101441383362,1.757179856300354,-0.4904908537864685
385,rationalism,0.433539479970932,0.42713651061058044,-0.31157633662223816
386,relativism,0.7136309146881104,0.9600387811660767,-0.7266157269477844
387,solipsism,0.807144284248352,1.312031626701355,-1.1077433824539185
388,metaepistemology,1.1057525873184204,0.3623196482658386,-0.5300107002258301
389,privileged access,0.8530470728874207,0.4477596580982208,1.0538005530834198
390,naturalized epistemology,1.5756562948226929,-0.6654284298419952,-0.9444054588675499
